# 01 -> mariadb-10.6.3, latin1 default collation
# 02 -> mariadb-10.6.3, utf8 default collation
# 03 -> mariadb-10.6.3, utf8 general collation
# 04 -> mariadb-10.6.3, utf8 unicode collation
# 05 -> mariadb-10.6.3, utf8mb4 default collation
# 06 -> mariadb-10.6.3, utf8mb4 general collation
# 07 -> mariadb-10.6.3, utf8mb4 unicode collation
# 10 -> mysql-5.7.34, latin1 default collation
# 11 -> mysql-5.7.34, utf8 default collation
# 12 -> mysql-5.7.34, utf8 general collation
# 13 -> mysql-5.7.34, utf8 unicode collation
# 14 -> mysql-5.7.34, utf8mb4 default collation
# 15 -> mysql-5.7.34, utf8mb4 general collation
# 16 -> mysql-5.7.34, utf8mb4 unicode collation
# 20 -> mysql-8.0.25, latin1 default collation
# 21 -> mysql-8.0.25, utf8 default collation
# 22 -> mysql-8.0.25, utf8 general collation
# 23 -> mysql-8.0.25, utf8 unicode collation
# 24 -> mysql-8.0.25, utf8mb4 default collation
# 25 -> mysql-8.0.25, utf8mb4 general collation
# 26 -> mysql-8.0.25, utf8mb4 unicode collation

# workload range -> OLTP range selects

#thd	01	02	03	04	05	06	07	10	11	12	13	14	15	16	20	21	22	23	24	25	26
1	17088	15306	16052	15614	15827	15953	15377	17632	15707	15771	14238	15523	14318	14164	15478	14348	14223	13781	14654	14383	14164
8	112352	103751	103596	99368	102882	103011	99874	117820	104891	103968	94336	102896	101437	91944	103789	96048	94954	90061	100668	94159	93924
16	202240	190524	192051	180306	189718	190609	180012	212989	190106	190842	171456	188370	186585	170141	187194	173682	172886	166977	180873	173597	170440
32	320469	301124	303191	278909	298889	300001	278171	331945	296944	297155	263322	292351	291565	260720	295702	275995	274357	262482	284432	274643	268078
64	398125	370376	373414	338172	367429	366954	336472	403355	353145	356401	310514	348838	346751	308408	359288	335329	331265	315068	344488	330947	323333
128	390933	370048	371321	333319	362710	366690	334837	400521	349270	350060	305519	345242	343286	304118	355517	331773	326894	312082	342383	326275	321731
256	383778	360251	363891	327749	354267	356146	328301	390848	341432	339715	297708	333531	330969	295740	343583	314836	316732	300092	328446	311101	307487
