# 01 -> mariadb-10.6.3, latin1 default collation
# 02 -> mariadb-10.6.3, utf8 default collation
# 03 -> mariadb-10.6.3, utf8 general collation
# 04 -> mariadb-10.6.3, utf8 unicode collation
# 05 -> mariadb-10.6.3, utf8mb4 default collation
# 06 -> mariadb-10.6.3, utf8mb4 general collation
# 07 -> mariadb-10.6.3, utf8mb4 unicode collation
# 10 -> mysql-5.7.34, latin1 default collation
# 11 -> mysql-5.7.34, utf8 default collation
# 12 -> mysql-5.7.34, utf8 general collation
# 13 -> mysql-5.7.34, utf8 unicode collation
# 14 -> mysql-5.7.34, utf8mb4 default collation
# 15 -> mysql-5.7.34, utf8mb4 general collation
# 16 -> mysql-5.7.34, utf8mb4 unicode collation
# 20 -> mysql-8.0.25, latin1 default collation
# 21 -> mysql-8.0.25, utf8 default collation
# 22 -> mysql-8.0.25, utf8 general collation
# 23 -> mysql-8.0.25, utf8 unicode collation
# 24 -> mysql-8.0.25, utf8mb4 default collation
# 25 -> mysql-8.0.25, utf8mb4 general collation
# 26 -> mysql-8.0.25, utf8mb4 unicode collation

# workload range -> OLTP range selects

#thd	01	02	03	04	05	06	07	10	11	12	13	14	15	16	20	21	22	23	24	25	26
1	0.3500	0.3900	0.3700	0.3800	0.3800	0.3700	0.3900	0.3400	0.3800	0.3800	0.4200	0.3900	0.4200	0.4200	0.3900	0.4200	0.4200	0.4300	0.4100	0.4200	0.4200
8	0.4300	0.4600	0.4600	0.4800	0.4700	0.4600	0.4800	0.4100	0.4600	0.4600	0.5100	0.4700	0.4700	0.5200	0.4600	0.5000	0.5000	0.5300	0.4800	0.5100	0.5100
16	0.4700	0.5000	0.5000	0.5300	0.5000	0.5000	0.5300	0.4500	0.5000	0.5000	0.5600	0.5100	0.5100	0.5600	0.5100	0.5500	0.5500	0.5700	0.5300	0.5500	0.5600
32	0.6000	0.6400	0.6300	0.6900	0.6400	0.6400	0.6900	0.5800	0.6400	0.6400	0.7300	0.6500	0.6600	0.7300	0.6500	0.6900	0.7000	0.7300	0.6700	0.7000	0.7100
64	0.9600	1.0300	1.0300	1.1300	1.0400	1.0400	1.1400	0.9500	1.0900	1.0800	1.2300	1.1000	1.1100	1.2400	1.0700	1.1400	1.1600	1.2200	1.1100	1.1600	1.1900
128	1.9600	2.0700	2.0500	2.2900	2.1100	2.0900	2.2900	1.9100	2.2000	2.1800	2.5100	2.2200	2.2300	2.5100	2.1600	2.3100	2.3400	2.4600	2.2400	2.3400	2.3800
256	3.9800	4.2300	4.2000	4.6500	4.2900	4.2700	4.6600	3.9200	4.4800	4.4700	5.1300	4.5800	4.6100	5.1600	4.4200	4.7800	4.8100	5.1000	4.6400	4.8700	4.9500
